"Order ID",Date,Region,Product,Quantity,"Unit Price","Total Sale",Month
10188,"2003-04-26 00:00:00",Bergen,S10_2016,38,96.34,3660.92,2003-11
10201,"2003-04-27 00:00:00","San Francisco",S10_2016,24,100,3025.92,2003-12
10210,"2003-04-28 00:00:00",Osaka,S10_2016,23,100,3009.09,2004-01
10223,"2003-04-29 00:00:00",Melbourne,S10_2016,47,100,5422.39,2004-02
10236,"2003-04-30 00:00:00",Philadelphia,S10_2016,22,100,2852.08,2004-04
10251,"2003-05-01 00:00:00",Newark,S10_2016,44,100,5756.52,2004-05
10263,"2003-05-02 00:00:00",Bridgewater,S10_2016,40,100,4472,2004-06
10275,"2003-05-03 00:00:00",Nantes,S10_2016,22,100,2904.44,2004-07
10285,"2003-05-04 00:00:00",Cambridge,S10_2016,47,100,6484.59,2004-08
10298,"2003-05-05 00:00:00",Nantes,S10_2016,39,96.34,3757.26,2004-09
10308,"2003-05-06 00:00:00","White Plains",S10_2016,34,100,4043.96,2004-10
10318,"2003-05-07 00:00:00",Allentown,S10_2016,45,100,5566.5,2004-11
10329,"2003-05-08 00:00:00",NYC,S10_2016,20,100,3176,2004-11
10339,"2003-05-09 00:00:00",Minato-ku,S10_2016,40,68.92,2756.8,2004-11
10361,"2003-05-10 00:00:00",Chatswood,S10_2016,26,51.15,1329.9,2004-12
10374,"2003-05-11 00:00:00","South Brisbane",S10_2016,39,100,5288.01,2005-02
10388,"2003-05-12 00:00:00","New Bedford",S10_2016,50,44.51,2225.5,2005-03
10402,"2003-05-13 00:00:00",Paris,S10_2016,45,100,5833.8,2005-04
10417,"2003-05-14 00:00:00",Madrid,S10_2016,45,100,5887.35,2005-05
10107,"2003-05-15 00:00:00",NYC,S10_4698,27,100,6065.55,2003-02
10120,"2003-05-16 00:00:00",Melbourne,S10_4698,46,100,9264.86,2003-04
10134,"2003-05-17 00:00:00",Paris,S10_4698,31,100,7023.98,2003-07
10145,"2003-05-18 00:00:00",Pasadena,S10_4698,33,100,5176.38,2003-08
10159,"2003-05-19 00:00:00","San Francisco",S10_4698,22,100,4132.7,2003-10
10168,"2003-05-20 00:00:00",Burlingame,S10_4698,20,100,4183,2003-10
10180,"2003-05-21 00:00:00",Lille,S10_4698,41,100,8892.9,2003-11
10188,"2003-05-22 00:00:00",Bergen,S10_4698,45,100,8714.7,2003-11
10201,"2003-05-23 00:00:00","San Francisco",S10_4698,49,100,8065.89,2003-12
10210,"2003-05-24 00:00:00",Osaka,S10_4698,34,100,6123.4,2004-01
10223,"2003-05-25 00:00:00",Melbourne,S10_4698,49,100,9774.03,2004-02
10237,"2003-05-26 00:00:00",NYC,S10_4698,39,100,7023.9,2004-04
10251,"2003-05-27 00:00:00",Newark,S10_4698,43,100,7078.23,2004-05
10263,"2003-05-28 00:00:00",Bridgewater,S10_4698,41,100,8336.94,2004-06
10275,"2003-05-29 00:00:00",Nantes,S10_4698,36,100,6901.92,2004-07
10285,"2003-05-30 00:00:00",Cambridge,S10_4698,27,100,5438.07,2004-08
10299,"2003-05-31 00:00:00",Helsinki,S10_4698,29,100,6683.34,2004-09
10308,"2003-06-01 00:00:00","White Plains",S10_4698,20,100,4570.4,2004-10
10318,"2003-06-02 00:00:00",Allentown,S10_4698,37,100,7667.14,2004-11
10329,"2003-06-03 00:00:00",NYC,S10_4698,26,100,5868.2,2004-11
10339,"2003-06-04 00:00:00",Minato-ku,S10_4698,39,76.67,2990.13,2004-11
10362,"2003-06-05 00:00:00",Burlingame,S10_4698,22,100,3664.1,2005-01
10374,"2003-06-06 00:00:00","South Brisbane",S10_4698,22,100,3834.38,2005-02
10388,"2003-06-07 00:00:00","New Bedford",S10_4698,21,86.77,1822.17,2005-03
10403,"2003-06-08 00:00:00",Liverpool,S10_4698,66,100,11886.6,2005-04
10417,"2003-06-09 00:00:00",Madrid,S10_4698,56,100,9218.16,2005-05
10105,"2003-06-10 00:00:00",Kobenhavn,S10_4757,50,100,7208,2003-02
10119,"2003-06-11 00:00:00",Salzburg,S10_4757,46,100,5004.8,2003-04
10129,"2003-06-12 00:00:00",London,S10_4757,33,100,4398.24,2003-06
10143,"2003-06-13 00:00:00","New Bedford",S10_4757,49,100,5597.76,2003-08
10155,"2003-06-14 00:00:00",Helsinki,S10_4757,32,100,4526.08,2003-10
10167,"2003-06-15 00:00:00",Boras,S10_4757,44,100,5924.16,2003-10
10178,"2003-06-16 00:00:00",Toulouse,S10_4757,24,100,3492.48,2003-11
10186,"2003-06-17 00:00:00",London,S10_4757,26,100,3854.24,2003-11
10197,"2003-06-18 00:00:00",Barcelona,S10_4757,45,100,5324.4,2003-11
10209,"2003-06-19 00:00:00","Los Angeles",S10_4757,39,100,5197.92,2004-01
10222,"2003-06-20 00:00:00","San Diego",S10_4757,49,100,5997.6,2004-02
10248,"2003-06-21 00:00:00",NYC,S10_4757,20,100,2910.4,2004-05
10261,"2003-06-22 00:00:00",Montreal,S10_4757,27,100,3378.24,2004-06
10273,"2003-06-23 00:00:00",Bruxelles,S10_4757,30,100,3508.8,2004-07
10283,"2003-06-24 00:00:00",Tsawassen,S10_4757,25,100,2992,2004-08
10295,"2003-06-25 00:00:00",Boston,S10_4757,24,100,3427.2,2004-09
10307,"2003-06-26 00:00:00",Philadelphia,S10_4757,22,100,2692.8,2004-10
10316,"2003-06-27 00:00:00",Cowes,S10_4757,33,100,4128.96,2004-11
10325,"2003-06-28 00:00:00",Stavern,S10_4757,47,64.93,3051.71,2004-11
10337,"2003-06-29 00:00:00",NYC,S10_4757,25,48.05,1201.25,2004-11
10350,"2003-06-30 00:00:00",Madrid,S10_4757,26,75.47,1962.22,2004-12
10359,"2003-07-01 00:00:00",Reims,S10_4757,48,54.68,2624.64,2004-12
10373,"2003-07-02 00:00:00",Oulu,S10_4757,39,100,4046.25,2005-01
10384,"2003-07-03 00:00:00","San Francisco",S10_4757,34,100,4846.7,2005-02
10395,"2003-07-04 00:00:00",Paris,S10_4757,32,100,3370.56,2005-03
10400,"2003-07-05 00:00:00","San Jose",S10_4757,64,100,9661.44,2005-04
10414,"2003-07-06 00:00:00",Boston,S10_4757,19,100,2764.88,2005-05
10103,"2003-07-07 00:00:00",Stavern,S10_4962,42,100,5398.26,2003-01
10114,"2003-07-08 00:00:00",Paris,S10_4962,31,100,4305.28,2003-04
10126,"2003-07-09 00:00:00",Madrid,S10_4962,22,100,3347.74,2003-05
10140,"2003-07-10 00:00:00",Burlingame,S10_4962,26,100,3188.12,2003-07
10150,"2003-07-11 00:00:00",Singapore,S10_4962,20,100,3191.2,2003-09
10164,"2003-07-12 00:00:00",Graz,S10_4962,21,100,3536.82,2003-10
10175,"2003-07-13 00:00:00",London,S10_4962,33,100,5362.83,2003-11
10183,"2003-07-14 00:00:00",Philadelphia,S10_4962,28,100,3433.36,2003-11
10194,"2003-07-15 00:00:00",Lyon,S10_4962,26,100,4263.74,2003-11
10207,"2003-07-16 00:00:00",Boston,S10_4962,31,100,4076.19,2003-12
10217,"2003-07-17 00:00:00",Singapore,S10_4962,48,100,7020.48,2004-02
10229,"2003-07-18 00:00:00","San Rafael",S10_4962,50,100,6426.5,2004-03
10245,"2003-07-19 00:00:00","New Haven",S10_4962,28,100,4591.72,2004-05
10259,"2003-07-20 00:00:00",Singapore,S10_4962,26,100,4033.38,2004-06
10270,"2003-07-21 00:00:00",Chatswood,S10_4962,32,100,4302.08,2004-07
10281,"2003-07-22 00:00:00",Allentown,S10_4962,44,100,7020.64,2004-08
10291,"2003-07-23 00:00:00",Boras,S10_4962,30,100,3855.9,2004-09
10305,"2003-07-24 00:00:00",Cambridge,S10_4962,38,100,6680.78,2004-10
10313,"2003-07-25 00:00:00",Vancouver,S10_4962,40,100,6678,2004-10
10322,"2003-07-26 00:00:00",Nashua,S10_4962,46,61.99,2851.54,2004-11
10334,"2003-07-27 00:00:00",Lule,S10_4962,26,100,3188.12,2004-11
10347,"2003-07-28 00:00:00",Melbourne,S10_4962,27,100,4428,2004-11
10357,"2003-07-29 00:00:00","San Rafael",S10_4962,43,100,5780.92,2004-12
10370,"2003-07-30 00:00:00","North Sydney",S10_4962,35,65.63,2297.05,2005-01
10381,"2003-07-31 00:00:00","San Francisco",S10_4962,37,100,6231.54,2005-02
10391,"2003-08-01 00:00:00","North Sydney",S10_4962,37,46.9,1735.3,2005-03
10411,"2003-08-02 00:00:00",Montreal,S10_4962,27,100,4427.73,2005-05
10425,"2003-08-03 00:00:00",Nantes,S10_4962,38,100,5894.94,2005-05
10108,"2003-08-04 00:00:00","Makati City",S12_1099,33,100,5265.15,2003-03
10122,"2003-08-05 00:00:00",Marseille,S12_1099,42,100,7599.9,2003-05
10135,"2003-08-06 00:00:00","San Rafael",S12_1099,42,100,8008.56,2003-07
10147,"2003-08-07 00:00:00",Brickhaven,S12_1099,48,100,9245.76,2003-09
10159,"2003-08-08 00:00:00","San Francisco",S12_1099,41,100,8296.35,2003-10
10169,"2003-08-09 00:00:00","North Sydney",S12_1099,30,100,5019.9,2003-11
10181,"2003-08-10 00:00:00",Bergen,S12_1099,27,100,5411.07,2003-11
10191,"2003-08-11 00:00:00",Koln,S12_1099,21,100,3840.9,2003-11
10203,"2003-08-12 00:00:00",Madrid,S12_1099,20,100,3930.4,2003-12
10211,"2003-08-13 00:00:00",Paris,S12_1099,41,100,7498.9,2004-01
10225,"2003-08-14 00:00:00",Gensve,S12_1099,27,100,4517.91,2004-02
10238,"2003-08-15 00:00:00",Kobenhavn,S12_1099,28,100,5774.72,2004-04
10253,"2003-08-16 00:00:00",Liverpool,S12_1099,24,100,3922.56,2004-06
10266,"2003-08-17 00:00:00","Reggio Emilia",S12_1099,44,100,9160.36,2004-07
10276,"2003-08-18 00:00:00",Brickhaven,S12_1099,50,100,9631,2004-08
10287,"2003-08-19 00:00:00",Gensve,S12_1099,21,100,3432.24,2004-08
10300,"2003-08-20 00:00:00",Frankfurt,S12_1099,33,100,5521.89,2003-10
10310,"2003-08-21 00:00:00",Koln,S12_1099,33,100,6934.62,2004-10
10320,"2003-08-22 00:00:00",Lule,S12_1099,31,100,6876.11,2004-11
10329,"2003-08-23 00:00:00",NYC,S12_1099,41,71.47,2930.27,2004-11
10341,"2003-08-24 00:00:00",Salzburg,S12_1099,45,79.65,3584.25,2004-11
10363,"2003-08-25 00:00:00",Espoo,S12_1099,33,85.39,2817.87,2005-01
10375,"2003-08-26 00:00:00",Nantes,S12_1099,45,76,3420,2005-02
10389,"2003-08-27 00:00:00",Boras,S12_1099,26,99.04,2575.04,2005-03
10419,"2003-08-28 00:00:00",Salzburg,S12_1099,12,100,1961.28,2005-05
10105,"2003-08-29 00:00:00",Kobenhavn,S12_1108,41,100,8690.36,2003-02
10117,"2003-08-30 00:00:00",Singapore,S12_1108,33,100,6034.38,2003-04
10127,"2003-08-31 00:00:00",NYC,S12_1108,46,100,11279.2,2003-06
10142,"2003-09-01 00:00:00","San Rafael",S12_1108,33,100,8023.29,2003-08
10153,"2003-09-02 00:00:00",Madrid,S12_1108,20,100,4904,2003-09
10165,"2003-09-03 00:00:00",Singapore,S12_1108,44,100,8594.52,2003-10
10176,"2003-09-04 00:00:00","Reggio Emilia",S12_1108,33,100,7474.5,2003-11
10185,"2003-09-05 00:00:00","New Bedford",S12_1108,21,100,3883.74,2003-11
10196,"2003-09-06 00:00:00","New Haven",S12_1108,47,100,8887.7,2003-11
10208,"2003-09-07 00:00:00",Lyon,S12_1108,46,100,8602.92,2004-01
10220,"2003-09-08 00:00:00",Dublin,S12_1108,32,100,7181.44,2004-02
10231,"2003-09-09 00:00:00",Madrid,S12_1108,42,100,8378.58,2004-03
10247,"2003-09-10 00:00:00",Espoo,S12_1108,44,100,10606.2,2004-05
10272,"2003-09-11 00:00:00",Allentown,S12_1108,35,100,5818.4,2004-07
10282,"2003-09-12 00:00:00","San Rafael",S12_1108,41,100,7071.27,2004-08
10293,"2003-09-13 00:00:00",Torino,S12_1108,46,100,8411.56,2004-09
10306,"2003-09-14 00:00:00",Manchester,S12_1108,31,100,6570.76,2004-10
10314,"2003-09-15 00:00:00",Aaarhus,S12_1108,38,100,7975.44,2004-10
10325,"2003-09-16 00:00:00",Stavern,S12_1108,42,64,2688,2004-11
10336,"2003-09-17 00:00:00",Paris,S12_1108,33,57.22,1888.26,2004-11
10348,"2003-09-18 00:00:00",Madrid,S12_1108,48,52.36,2513.28,2004-11
10359,"2003-09-19 00:00:00",Reims,S12_1108,42,100,4764.48,2004-12
10371,"2003-09-20 00:00:00","San Rafael",S12_1108,32,100,3560.64,2005-01
10382,"2003-09-21 00:00:00","San Rafael",S12_1108,34,100,3823.64,2005-02
10395,"2003-09-22 00:00:00",Paris,S12_1108,33,69.12,2280.96,2005-03
10413,"2003-09-23 00:00:00",Bridgewater,S12_1108,36,100,8677.8,2005-05
10103,"2003-09-24 00:00:00",Stavern,S12_1666,27,100,3394.98,2003-01
10113,"2003-09-25 00:00:00","San Rafael",S12_1666,21,100,3415.44,2003-03
10126,"2003-09-26 00:00:00",Madrid,S12_1666,21,100,2439.57,2003-05
10140,"2003-09-27 00:00:00",Burlingame,S12_1666,38,100,4829.8,2003-07
10150,"2003-09-28 00:00:00",Singapore,S12_1666,30,100,4100.1,2003-09
10164,"2003-09-29 00:00:00",Graz,S12_1666,49,100,6563.06,2003-10
10174,"2003-09-30 00:00:00","South Brisbane",S12_1666,43,100,6817.22,2003-11
10183,"2003-10-01 00:00:00",Philadelphia,S12_1666,41,100,6163.94,2003-11
10194,"2003-10-02 00:00:00",Lyon,S12_1666,38,100,4933.92,2003-11
10206,"2003-10-03 00:00:00",Vancouver,S12_1666,28,100,4056.36,2003-12
10216,"2003-10-04 00:00:00",Versailles,S12_1666,43,100,5759.42,2004-02
10229,"2003-10-05 00:00:00","San Rafael",S12_1666,25,100,3451,2004-03
10245,"2003-10-06 00:00:00","New Haven",S12_1666,38,100,5920.4,2004-05
10258,"2003-10-07 00:00:00",Minato-ku,S12_1666,41,100,6668.24,2004-06
10270,"2003-10-08 00:00:00",Chatswood,S12_1666,28,100,4094.72,2004-07
10281,"2003-10-09 00:00:00",Allentown,S12_1666,25,100,2938.5,2004-08
10291,"2003-10-10 00:00:00",Boras,S12_1666,41,100,6387.8,2004-09
10304,"2003-10-11 00:00:00",Versailles,S12_1666,39,100,6396,2004-10
10313,"2003-10-12 00:00:00",Vancouver,S12_1666,21,100,2669.1,2004-10
10322,"2003-10-13 00:00:00",Nashua,S12_1666,27,100,4784.13,2004-11
10333,"2003-10-14 00:00:00","San Francisco",S12_1666,33,99.21,3273.93,2004-11
10347,"2003-10-15 00:00:00",Melbourne,S12_1666,29,100,3586.43,2004-11
10357,"2003-10-16 00:00:00","San Rafael",S12_1666,49,100,5960.36,2004-12
10370,"2003-10-17 00:00:00","North Sydney",S12_1666,49,100,8470.14,2005-01
10381,"2003-10-18 00:00:00","San Francisco",S12_1666,20,100,2952,2005-02
10391,"2003-10-19 00:00:00","North Sydney",S12_1666,39,63.2,2464.8,2005-03
10411,"2003-10-20 00:00:00",Montreal,S12_1666,40,100,6232,2005-05
10424,"2003-10-21 00:00:00",Madrid,S12_1666,49,100,7969.36,2005-05
10107,"2003-10-22 00:00:00",NYC,S12_2823,21,100,3036.6,2003-02
10121,"2003-10-23 00:00:00",Reims,S12_2823,50,100,8284,2003-05
10134,"2003-10-24 00:00:00",Paris,S12_2823,20,100,2711.2,2003-07
10145,"2003-10-25 00:00:00",Pasadena,S12_2823,49,100,8339.8,2003-08
10159,"2003-10-26 00:00:00","San Francisco",S12_2823,38,100,6238.84,2003-10
10169,"2003-10-27 00:00:00","North Sydney",S12_2823,35,100,4639.25,2003-11
10180,"2003-10-28 00:00:00",Lille,S12_2823,40,100,6747.6,2003-11
10189,"2003-10-29 00:00:00",Pasadena,S12_2823,28,100,4512.48,2003-11
10201,"2003-10-30 00:00:00","San Francisco",S12_2823,25,100,4029,2003-12
10211,"2003-10-31 00:00:00",Paris,S12_2823,36,100,4771.8,2004-01
10224,"2003-11-01 00:00:00",Lille,S12_2823,43,100,6087.94,2004-02
10237,"2003-11-02 00:00:00",NYC,S12_2823,32,100,4193.28,2004-04
10251,"2003-11-03 00:00:00",Newark,S12_2823,46,100,7552.28,2004-05
10263,"2003-11-04 00:00:00",Bridgewater,S12_2823,48,100,6434.4,2004-06
10276,"2003-11-05 00:00:00",Brickhaven,S12_2823,43,100,5181.5,2004-08
10285,"2003-11-06 00:00:00",Cambridge,S12_2823,49,100,6863.92,2004-08
10299,"2003-11-07 00:00:00",Helsinki,S12_2823,24,100,4157.04,2004-09
10309,"2003-11-08 00:00:00",Stavern,S12_2823,26,100,4660.24,2004-10
10319,"2003-11-09 00:00:00",NYC,S12_2823,30,100,4111.8,2004-11
10329,"2003-11-10 00:00:00",NYC,S12_2823,24,100,3542.64,2004-11
10341,"2003-11-11 00:00:00",Salzburg,S12_2823,55,100,8118.55,2004-11
10362,"2003-11-12 00:00:00",Burlingame,S12_2823,22,100,3877.06,2005-01
10375,"2003-11-13 00:00:00",Nantes,S12_2823,49,78.92,3867.08,2005-02
10388,"2003-11-14 00:00:00","New Bedford",S12_2823,44,100,5951.44,2005-03
10403,"2003-11-15 00:00:00",Liverpool,S12_2823,66,100,8648.64,2005-04
10417,"2003-11-16 00:00:00",Madrid,S12_2823,21,100,3447.78,2005-05
10104,"2003-11-17 00:00:00",Madrid,S12_3148,34,100,5958.5,2003-01
10117,"2003-11-18 00:00:00",Singapore,S12_3148,43,100,5911.64,2003-04
10127,"2003-11-19 00:00:00",NYC,S12_3148,46,100,7366.44,2003-06
10142,"2003-11-20 00:00:00","San Rafael",S12_3148,33,100,4985.64,2003-08
10153,"2003-11-21 00:00:00",Madrid,S12_3148,42,100,5393.64,2003-09
10165,"2003-11-22 00:00:00",Singapore,S12_3148,34,100,4880.02,2003-10
10176,"2003-11-23 00:00:00","Reggio Emilia",S12_3148,47,100,8378.69,2003-11
10185,"2003-11-24 00:00:00","New Bedford",S12_3148,33,100,4038.21,2003-11
10196,"2003-11-25 00:00:00","New Haven",S12_3148,24,100,3807.12,2003-11
10208,"2003-11-26 00:00:00",Lyon,S12_3148,26,100,3142.36,2004-01
10220,"2003-11-27 00:00:00",Dublin,S12_3148,30,100,4713.6,2004-02
10230,"2003-11-28 00:00:00",Frankfurt,S12_3148,43,100,7016.31,2004-03
10247,"2003-11-29 00:00:00",Espoo,S12_3148,25,100,4381.25,2004-05
10272,"2003-11-30 00:00:00",Allentown,S12_3148,27,100,4283.01,2004-07
10282,"2003-12-01 00:00:00","San Rafael",S12_3148,27,100,4364.82,2004-08
10293,"2003-12-02 00:00:00",Torino,S12_3148,24,100,4242.24,2004-09
10306,"2003-12-03 00:00:00",Manchester,S12_3148,34,100,4982.7,2004-10
10314,"2003-12-04 00:00:00",Aaarhus,S12_3148,46,100,6393.54,2004-10
10324,"2003-12-05 00:00:00",NYC,S12_3148,27,54.33,1466.91,2004-11
10336,"2003-12-06 00:00:00",Paris,S12_3148,33,100,4059.33,2004-11
10348,"2003-12-07 00:00:00",Madrid,S12_3148,47,100,4801.52,2004-11
10358,"2003-12-08 00:00:00",Madrid,S12_3148,49,55.34,2711.66,2004-12
10372,"2003-12-09 00:00:00",Minato-ku,S12_3148,40,100,5862,2005-01
10382,"2003-12-10 00:00:00","San Rafael",S12_3148,37,100,4071.85,2005-02
10413,"2003-12-11 00:00:00",Bridgewater,S12_3148,47,100,8236.75,2005-05
10108,"2003-12-12 00:00:00","Makati City",S12_3380,45,100,6130.35,2003-03
10122,"2003-12-13 00:00:00",Marseille,S12_3380,37,99.82,3693.34,2003-05
10135,"2003-12-14 00:00:00","San Rafael",S12_3380,48,100,6031.68,2003-07
10147,"2003-12-15 00:00:00",Brickhaven,S12_3380,31,100,3494.94,2003-09
10160,"2003-12-16 00:00:00","Los Angeles",S12_3380,46,100,5294.14,2003-10
10170,"2003-12-17 00:00:00",Graz,S12_3380,47,100,5464.69,2003-11
10181,"2003-12-18 00:00:00",Bergen,S12_3380,28,100,2860.76,2003-11
10191,"2003-12-19 00:00:00",Koln,S12_3380,40,100,5590,2003-11
10203,"2003-12-20 00:00:00",Madrid,S12_3380,20,100,2254.8,2003-12
10212,"2003-12-21 00:00:00",Madrid,S12_3380,39,100,4946.76,2004-01
10225,"2003-12-22 00:00:00",Gensve,S12_3380,25,99.82,2495.5,2004-02
10238,"2003-12-23 00:00:00",Kobenhavn,S12_3380,29,100,3167.38,2004-04
10253,"2003-12-24 00:00:00",Liverpool,S12_3380,22,100,2402.84,2004-06
10266,"2003-12-25 00:00:00","Reggio Emilia",S12_3380,22,100,2454.54,2004-07
10276,"2003-12-26 00:00:00",Brickhaven,S12_3380,47,100,5464.69,2004-08
10287,"2003-12-27 00:00:00",Gensve,S12_3380,45,100,4756.5,2004-08
10300,"2003-12-28 00:00:00",Frankfurt,S12_3380,29,100,3984.6,2003-10
10310,"2003-12-29 00:00:00",Koln,S12_3380,24,100,3100.32,2004-10
10320,"2003-12-30 00:00:00",Lule,S12_3380,35,100,4850.3,2004-11
10329,"2003-12-31 00:00:00",NYC,S12_3380,46,83.63,3846.98,2004-11
10341,"2004-01-01 00:00:00",Salzburg,S12_3380,44,95.93,4220.92,2004-11
10363,"2004-01-02 00:00:00",Espoo,S12_3380,34,96.73,3288.82,2005-01
10376,"2004-01-03 00:00:00",Glendale,S12_3380,35,100,3987.2,2005-02
10389,"2004-01-04 00:00:00",Boras,S12_3380,25,72.38,1809.5,2005-03
10419,"2004-01-05 00:00:00",Salzburg,S12_3380,10,100,1092.2,2005-05
10105,"2004-01-06 00:00:00",Kobenhavn,S12_3891,29,100,4566.05,2003-02
10117,"2004-01-07 00:00:00",Singapore,S12_3891,39,100,5938.14,2003-04
10127,"2004-01-08 00:00:00",NYC,S12_3891,42,100,8138.76,2003-06
10142,"2004-01-09 00:00:00","San Rafael",S12_3891,46,100,9470.94,2003-08
10153,"2004-01-10 00:00:00",Madrid,S12_3891,49,100,7036.89,2003-09
10165,"2004-01-11 00:00:00",Singapore,S12_3891,27,100,5559.03,2003-10
10176,"2004-01-12 00:00:00","Reggio Emilia",S12_3891,50,100,7872.5,2003-11
10185,"2004-01-13 00:00:00","New Bedford",S12_3891,43,100,7886.2,2003-11
10196,"2004-01-14 00:00:00","New Haven",S12_3891,38,100,7232.16,2003-11
10208,"2004-01-15 00:00:00",Lyon,S12_3891,20,100,3114.4,2004-01
10220,"2004-01-16 00:00:00",Dublin,S12_3891,27,100,5045.22,2004-02
